proceedingId,conferenceName
75ee6a0f-78ed-4b47-9e7c-0ff8ee9d06fe,Optical Fiber Communication Conference and Exposition and the National Fiber Optic Engineers Conference
bb22a4e3-7a87-4a78-a16f-ee2f6b80f8f3,Other Conferences
bf67ab89-473b-40b5-9ff0-cd1cf244df61,Photovoltaic Specialists Conference
eb00b91c-7aea-4157-b2d6-10e04ded56b6,Regional conference series in applied mathematics
54862bc4-7086-4cdf-b2b7-f702c3f522e3,SMART
c0c0093d-8709-41a4-9d49-77577569f118,Southern African Universities Power Engineering Conference (SAUPEC)
69ee06f2-72da-4a3f-9a50-f28c55d43ca8,System Configuration Management
176835d3-a554-4ce5-8355-321e311116a1,System Configuration Management
45ad5cde-d8b9-43b8-b8bc-3f755a60b9e0,"The Electrical Engineering/ Electronics, Computer, Telecommunications and Information Technology (ECTI) Association of Thailand Conference"
e1cef9ab-f7be-47b9-886b-ac0bf3f6c38c,"The International Conference On Advance And Scientific Innovation, ICASI, 18 July, Banda Aceh, Indonesia"
66b4d2eb-a357-402f-bcc4-1d3993e4c336,The International Conference on Next Generation Information Technology
53b1418c-abb5-4e76-829f-979a7065aadb,The International Electronic Conference on Biomedicines
206c9b2c-b423-4948-82d9-fe0541b10bcb,WASE International Conference on Information Engineering
a5e4908c-0d19-415f-bad9-ccae88a1c63f,World Conference on Communication & Computing (WCONF)
a18624ec-bbe9-41bf-ac26-f5c5060de053,World Conference on Futuristic Trends in Research and Innovation for Social Welfare (Startup Conclave)
a4ec5351-7130-4236-bee0-e152708cc6e9,"World Conference on Smart Trends in Systems, Security and Sustainability (WorldS4)"
75e50626-b4f0-4f1b-9a82-8e91d80b5ace,XI International Conference on Virtual Campus (JICV)
8f4b1b1c-d19e-40f2-8d77-8aa1c1de8c65,Youth Academic Annual Conference of Chinese Association of Automation
